Date,Open,High,Low,Close,Adj Close,Volume
2011/7/7,50.667141,51.142857,50.57143,,34.026009,99915900
2011/7/8,50.477142,51.42857,50.314285,,34.265106,122408300
2011/7/11,50.905716,51.395714,50.402859,,33.72118,110668600
2011/7/12,50.504284,51.097141,49.802856,,33.697361,112902300
2011/7/13,51.189999,51.42857,50.91143,,34.104115,97909700
2011/7/14,51.572857,51.658573,50.905716,,34.080307,107633400
2011/7/15,51.595715,52.142857,51.310001,,34.761387,121116800
2011/7/18,52.204285,53.521427,52.182858,,35.607288,143163300
2011/7/19,54,54.092857,53.331429,,35.897812,204786400
2011/7/20,56.58857,56.610001,55.142857,,36.855156,235335100
2011/7/21,55.278572,55.722858,54.842857,,36.892319,131633600
2011/7/22,55.474285,56.435715,55.392857,,37.464806,129182200
2011/7/25,55.764286,57.142857,55.66,,37.960136,147451500
2011/7/26,57.142857,57.785713,57.097141,,38.427864,119145600
2011/7/27,57.227142,57.52,56.021427,,37.397175,164831100
2011/7/28,55.945713,56.712856,55.447144,,37.32383,148508500
2011/7/29,55.377144,56.450001,54.857143,,37.196175,158146100
2011/8/1,56.825714,57.07143,56.052856,,37.793446,153209000
2011/8/2,56.807144,56.842857,55.478573,,37.046627,159884900
2011/8/3,55.854286,56.221428,54.605713,,37.395267,183127000
2011/8/4,55.630001,55.902859,53.907143,,35.947346,217851900
2011/8/5,54.348572,54.785713,51.795715,,35.59013,301147700
2011/8/8,51.669998,52.53857,50.431427,,33.645931,285958400
2011/8/9,51.614285,53.515713,50.714287,,35.627281,270645900
2011/8/10,53.021427,53.521427,51.785713,,34.644226,219664200
2011/8/11,52.931427,53.635715,52.102856,,35.597752,185492300
2011/8/12,54.009998,54.234287,53.46143,,35.911144,132244000
2011/8/15,54.232857,54.995716,54.012856,,36.522709,115136000
2011/8/16,54.502857,54.767143,53.722858,,36.243603,124687500
2011/8/17,54.615715,54.931427,54,,36.239788,110515300
2011/8/18,52.977142,53.235714,51.624287,,34.869034,212858800
2011/8/19,51.738571,52.42857,50.857143,,33.914555,193972100
2011/8/22,52.072857,52.125713,50.727142,,33.953613,133828800
2011/8/23,51.471428,53.377144,51,,35.588238,164208800
2011/8/24,53.352856,54.137142,52.942856,,35.834,156566900
2011/8/25,52.154285,53.635715,52.142857,,35.599655,217836500
2011/8/26,53.024284,54.828571,52.971428,,36.538898,160369300
2011/8/29,55.454285,55.92857,55.42857,,37.147594,101317300
2011/8/30,55.464287,55.977142,55.172855,,37.149494,104480600
2011/8/31,55.795715,56.011429,54.55143,,36.657967,130646600
2011/9/1,55.117142,55.334286,54.388573,,36.295986,85931300
2011/9/2,53.534286,54,53.118572,,35.631092,109734800
2011/9/6,52.48143,54.332859,52.354286,,36.173107,127424500
2011/9/7,55.080002,55.085712,54.57143,,36.572243,87644200
2011/9/8,54.628571,55.515713,54.615715,,36.592243,104039600
2011/9/9,54.847141,55.142857,53.574287,,35.957825,141203300
2011/9/12,53.285713,54.41143,53.128571,,36.192162,116958100
2011/9/13,54.591427,55.172855,54.32143,,36.63797,110140100
2011/9/14,55.28857,56.029999,55.10857,,37.083771,133681100
2011/9/15,55.918571,56.237144,55.700001,,37.432419,104454700
